0	0,6	0,2	0,2	0	0,4	18000000	0,9	1	0	0
0,2	0,4	0	0	0	0	18000000	0,9	1	0	0
0,6	0,2	0	0	0,4	0	30000000	0,9	1	0	0
0,6	0,2	0	0	0	0	18000000	0,9	1	0	0
0,2	0,2	0	0	0	0	18000000	0,9	1	0	0
0,6	0,2	0	0	0	0	18000000	0,7	1	0	0
0,2	0,2	0	0	0	0	17500000	0,9	1	0	0
0,8	0,2	0	0	0	0	17000000	0,9	1	0	0
0,2	0,333333333	0	0	0	0	16500000	0,9	1	0	0
0,4	0,25	0	0	1	0	16000000	0,9	1	0	0
0,2	0,2	0	0,2	0	0	16000000	0,9	1	0	0
0,4	0,2	0	0,2	0	0	15000000	0,9	1	0	0
0,2	0,2	0	0,2	0	0	15000000	0,9	1	0	0
0,2	0,2	0	0	0	0	15000000	0,9	1	0	0
0,2	0,2	0,4	0	0,4	0	37000000	0,9	1	0	0
0,4	0,2	0	0	0	0	15000000	0,9	1	0	0
0,2	0,4	0	0	0	0	15000000	0,9	1	0	0
0,6	0,75	0	0	0	0	15000000	0,9	1	0	0
0,4	0,4	0	0	0	0,2	15000000	0,9	1	0	0
0,666666667	0,2	0	0,2	0	0	15000000	0,9	1	0	0
0,2	0,2	0	0	0	0,2	15000000	0,9	1	0	0
0,4	0,6	0	0	0	0	15000000	0,7	1	0	0
0,6	0,2	0	0,2	0	0	15000000	0,9	1	0	0
0,2	0,2	0	0,25	0	0	15000000	0,7	1	0	0
0,6	0,2	0	0	0	0	15000000	0,9	1	0	0
0,4	0,2	0	0,4	0,4	0	20000000	0,9	1	0	0
0,2	0,4	0	0	0	0	12000000	0,9	1	0	0
0,2	0,2	0	0	0	0	0	0,9	1	0	0
0,2	0,2	0	0	0	0	14000000	0,7	1	0	0
0,2	0,2	0,2	0	0	0	14000000	0,9	1	0	0
0,2	0,2	0	0	0	0	15000000	0,7	1	0	0
0,2	0,2	0	0	0	0,333333333	13500000	0,7	1	0	0
0,2	0,2	0	0,8	0	0	13000000	0,9	1	0	0
0,4	1	0	0	0	0,2	13000000	0,9	1	0	0
0,2	0,2	0	0	0	0,2	13000000	0,9	1	0	0
0,2	0,2	0	0	0	0	11000000	0,7	1	0	0
0,4	0,2	0	0	0	0	13000000	0,9	1	0	0
0,2	0,2	0	0	0,5	0	26000000	0,9	1	0	0
0,2	0,2	0	0	0	0	12000000	0,7	1	0	0
0,2	0,2	0	0	0	0	12000000	0,9	1	0	0
0,2	0,25	0	0	0	0,2	11000000	0,9	1	0	0
0,2	0,5	0	0	0	0	11000000	0,9	1	0	0
0,4	0,2	0	0	0	0	11000000	0,9	1	0	0
0,4	0,2	0	0	0	0	65000000	0,9	1	0	0
0,4	0,6	0,2	0	0	0	64000000	0,9	1	0	0
0,2	0,2	0	0	0	0	60000000	0,9	1	0	0
0,2	0,4	0	0	0,5	0,4	70000000	0,9	1	0	0
0,4	0,2	0	0	0	0,2	48000000	0,9	1	0	0
0,4	0,2	0	0	0,2	0,2	60000000	0,9	1	0	0
0,2	0,2	0	0	0	0,2	60000000	0,9	1	0	0
0,4	0,2	0	0	0	0	60000000	0,9	1	0	0
0,2	0,2	0,4	0	0,5	0	58000000	0,9	1	0	0
0,2	0,2	0,5	0	0	0	55000000	0,9	1	0	0
0,4	0,2	0,2	0	0	0	55000000	0,9	1	0	0
0,2	0,4	0,5	0	0	0,2	80000000	0,9	1	0	0
0,2	0,2	0,2	0,2	0,2	0,5	55000000	0,9	1	0	0
